brancher concentration,motor concentration,linker concentration,avalanche time,time,mean displacement,rg,shape,density,clique number,average clustering,mean closeness,mean betweenness,assortativity,avalanche,prediction
0.02,0.5,0.01,1050,1040,29.7832713739168,0.349765670108395,-0.0016029031961149998,0.00153845927063,4,0.17687479352494198,0.0006932529966360001,9.90039054744755e-07,0.806059578956549,1,1
0.02,0.5,0.01,1080,1070,28.857949318515395,0.34340029812417106,-0.00029714539481400003,0.0015415585976420003,4,0.183005249343832,0.0006902028651910001,8.38406888641288e-07,0.803058740992303,1,1
0.02,0.5,0.01,500,490,34.1007287169289,0.31095785044620505,0.004882668670614001,0.0015789794401179999,5,0.18172096084238198,0.000769822971085,1.29266685771257e-06,0.7870973599431079,1,0
0.02,0.5,0.01,40,30,41.976116988691004,0.4173630186378879,-0.0062680949740880005,0.001498680530939,4,0.117625661375661,0.00064156859363,9.027848426253142e-07,0.7990948542746981,1,1
0.02,0.5,0.01,60,50,32.6271319928386,0.3972958169377,-0.03312260361264201,0.00150692701902,4,0.13117375535773199,0.0006461930731719999,6.87612166734699e-07,0.7887704654986429,1,1
0.02,0.5,0.01,560,550,35.3688541339512,0.32745061786206,-6.833928844018161e-05,0.0015719004179320002,4,0.20815891745095302,0.0007658734104990001,1.70709718313274e-06,0.7992490461116691,1,1
0.02,0.5,0.01,210,200,26.8110668013073,0.373646007046265,0.011120520456203998,0.0014844129286629999,5,0.12900990099009899,0.000607695163195,6.33522693679588e-07,0.8143096585424641,1,1
0.02,0.5,0.01,320,310,24.8090904415408,0.33310744737231,-0.001007850898111,0.001516510089142,5,0.16013916500994,0.000640954400896,5.94142776237277e-07,0.7985550271181578,1,1
0.02,0.5,0.01,680,670,38.0578553631645,0.337591540401489,-0.007020485681161999,0.001536457040992,4,0.16827744904668,0.0006908426718089999,7.03857388332218e-07,0.7705970077796508,1,1
0.02,0.5,0.01,720,710,24.6946605177808,0.34500070021982593,0.023731460567157994,0.0015509083717270002,5,0.16999505684626798,0.0007012117414400001,7.852992155236071e-07,0.807059075149041,1,1
0.02,0.5,0.01,200,190,37.0726511755522,0.341403256037039,-0.0017745736010770002,0.001540424724824,5,0.16742413516447197,0.000691545238633,1.00636909331391e-06,0.8021410605806569,1,1
0.02,0.5,0.01,810,800,30.428936688587303,0.317251578908787,0.000515036471708,0.0015567756165129998,4,0.187230186192124,0.000730266908291,1.3494759778776002e-06,0.783025222173542,1,1
0.02,0.5,0.01,520,510,26.1215463514886,0.335842068009506,-0.001248988400924,0.001528590383429,4,0.16693082384018498,0.000666592918294,6.906833833053099e-07,0.806921333205454,1,1
0.02,0.5,0.01,520,510,60.81944126134171,0.328544482148085,0.001800479027315,0.0015529263548370003,4,0.18164941678988003,0.0007556866391080001,1.7046481971533e-06,0.806586679970481,1,1
0.02,0.5,0.01,960,950,20.0788711634179,0.30920095400166997,0.00027935786851,0.001573888413805,4,0.18854836052067897,0.0007618734615439999,1.66906324334484e-06,0.801169844386101,1,1
0.02,0.5,0.01,480,470,30.412324752003304,0.327134377779935,0.0042711745125220005,0.001556429764698,5,0.163485780259654,0.000729575115174,1.20984091589238e-06,0.809971822777011,1,1
0.02,0.5,0.01,680,670,38.38790295701929,0.323677222668813,0.004527107335026,0.001553283484982,4,0.17643280632411104,0.000745843426849,2.2782438066279097e-06,0.8066774098445558,1,1
0.02,0.5,0.01,950,940,30.838441618245398,0.31999191149509004,-0.0021424508958479997,0.0015752639116560002,5,0.18044889892716,0.0007680986011989998,1.20784848193612e-06,0.7961456055770241,1,1
0.02,0.5,0.01,560,550,30.548198974544395,0.337616387876928,-8.19092000571042e-06,0.0015742419266720003,5,0.187143564706715,0.0007580499581869999,1.2012731430567302e-06,0.7868145079281958,1,1
0.02,0.5,0.01,40,30,39.3438419994789,0.42671176466186606,0.00068824052403,0.001481474287851,4,0.10807881773399002,0.000608130989031,6.4215923644135e-07,0.7875861991018599,1,1
0.02,0.5,0.01,850,840,33.8348557050526,0.33383897276184493,-0.0009079166361789999,0.001554677206851,5,0.192263374485596,0.00070987421115,8.84764938724118e-07,0.7950180212403021,1,1
0.02,0.5,0.01,1010,1000,40.053335445532795,0.334980108140985,-0.000586185169422,0.001526818032247,4,0.16426456071076,0.000664479956901,6.36578815899817e-07,0.7891865532403479,1,1
0.02,0.5,0.01,1560,1550,26.536824696694797,0.353354491529141,-0.010355909683185999,0.001543453862294,6,0.17257613168724303,0.00068687455826,7.3593724864975e-07,0.809395563557815,1,1
0.02,0.5,0.01,150,140,32.7500286089587,0.380150277630056,0.004081873831251,0.0014940121134809998,4,0.145143325143325,0.000631242529804,5.891878489591449e-07,0.803472633696654,1,1
0.02,0.5,0.01,280,270,22.7829013973349,0.342238540632001,0.02243264961544,0.001534942544155,5,0.169558074585181,0.000681427027346,5.98988774298628e-07,0.7845667933242739,1,1
0.02,0.5,0.01,480,470,30.776236944367,0.305125934424909,-0.009851342104741999,0.0015695773760290002,4,0.175016534391534,0.0007372659771400001,1.0709722165019e-06,0.781717250852624,1,1
0.02,0.5,0.01,220,210,24.991751092591898,0.353545988843519,0.002243198251467,0.0015144092672600001,4,0.15299950421417902,0.000639327322508,5.42622729837853e-07,0.7962010118087941,1,1
0.02,0.5,0.01,510,500,23.6524846009013,0.33568930236638694,-0.002648889607224,0.0015205192016789998,5,0.17293827160493802,0.0006502799794419999,5.53098692610252e-07,0.8109527696478571,1,1
0.02,0.5,0.01,1130,1120,49.71222010580879,0.31836811765,-0.007658441534574001,0.0015675078229579998,6,0.179915041423174,0.000723527654559,7.46457988147169e-07,0.799190226915622,1,1
0.02,0.5,0.01,710,700,28.568611522643298,0.322850716621586,-0.0024345061380640002,0.0015681874966320002,5,0.173572724488113,0.0007507042504439999,1.34523827471066e-06,0.8138107200723921,1,1
0.02,0.5,0.01,800,790,27.213563741041998,0.341124250141967,-0.004168286211676,0.0015504194346620003,5,0.17978250123578798,0.0007179254863039999,9.94083326120302e-07,0.792057590943535,1,1
0.02,0.5,0.01,240,230,25.354718079037298,0.342481388095218,-0.003966738131467,0.0015242462875089998,4,0.158833250702363,0.0006573345180340001,6.3122914051313e-07,0.7891927119418349,1,1
0.02,0.5,0.01,540,530,19.7290717203295,0.320698729579471,-0.00529102124499,0.0015175194109529999,5,0.15983273427772698,0.000670345630158,8.59780962322288e-07,0.786833067439194,1,1
0.02,0.5,0.01,650,640,30.3634800142842,0.294237808637899,-0.0025626247717070003,0.001618157857349,4,0.19656935510473397,0.000836631857593,1.52285631531098e-06,0.785242174286955,1,1
0.02,0.5,0.01,430,420,42.45690403288621,0.351673021879011,-0.000971878577653,0.0015319344898370002,5,0.162074409179802,0.000688909787495,8.985240496489109e-07,0.7988468014959241,1,1
0.02,0.5,0.01,430,420,24.3284766383709,0.31004450558727503,-0.005533982438306999,0.001582491582492,6,0.184477366255144,0.000770918738345,1.10064951346733e-06,0.7974590400125909,1,1
0.02,0.5,0.01,210,200,32.3112115927496,0.357564783729615,-0.0011111800543110002,0.001527972118669,5,0.166749093306957,0.0006850363518500001,1.023180472206e-06,0.8147645611300358,1,1
0.02,0.5,0.01,560,550,21.7904555964326,0.33703980112818605,-0.001490647837775,0.0015281378590320002,4,0.17221948414654198,0.000671180786459,1.00159171747212e-06,0.795467454621833,1,1
0.02,0.5,0.01,110,100,44.8146303480898,0.3863835234240971,0.006465342182534001,0.0015041526079720004,4,0.12740225314778,0.0006268300809330001,5.769283746078861e-07,0.8039790248530742,1,1
0.02,0.5,0.01,80,70,45.9712351672084,0.40956387189153,0.001626666116551,0.001513544293661,4,0.127054340622929,0.000662890527669,1.25271659857313e-06,0.792276417983917,1,1
0.02,0.5,0.01,90,80,24.7415260690668,0.384545058562575,0.003275359877428,0.0014764863378099998,5,0.116708064249048,0.000587396837729,4.1547656510843503e-07,0.7975922259681171,1,1
0.02,0.5,0.01,490,480,22.5529446701168,0.345100752336198,-0.0011529255573769998,0.0015310000539429998,5,0.169488448844884,0.0006748555952490001,6.27447485646604e-07,0.780060393603042,1,1
0.02,0.5,0.01,220,210,24.499781701006103,0.313548918872781,-0.005205594172828,0.001537426165992,5,0.159154697044742,0.0007015744313099999,1.35678642069313e-06,0.815330247456604,1,1
0.02,0.5,0.01,30,20,40.7928887270806,0.414308159283006,0.0004181290610269999,0.0014858265264000002,4,0.096512207274539,0.0006026614984400001,6.01074237349804e-07,0.7970734256938441,1,1
0.02,0.5,0.01,110,100,30.6632048811475,0.368435514263442,-0.003708484306955,0.001509474075846,5,0.141130221130221,0.000651159718323,5.99645398517113e-07,0.78420710784576,1,1
0.02,0.5,0.01,160,150,29.146657701611097,0.343832624286453,0.0009648421258829999,0.001523398111085,5,0.14874742743595198,0.000672215775625,8.81782709990773e-07,0.811042774579272,1,1
0.02,0.5,0.01,1420,1410,27.965359543814998,0.3486231309657,-0.010444918255251,0.001574122792197,6,0.197773411918795,0.0007537869974439999,1.19396384848338e-06,0.827294729845254,1,1
0.02,0.5,0.01,610,600,39.505214261851705,0.303909115167949,0.0030124416505790006,0.001564578070528,4,0.18563873739877698,0.0007302759450810001,1.21363932197652e-06,0.801425462459197,1,1
0.02,0.5,0.01,790,780,41.4380310144351,0.29263387301569105,0.00019317632639099996,0.001592224979322,5,0.17452050264550198,0.0008056847808280001,2.03071586452437e-06,0.77629810386815,1,1
0.02,0.5,0.01,110,100,34.7913667660617,0.38182375674577795,0.005269474793220999,0.001496732471539,4,0.13792018546116902,0.000607601669077,4.94790353837763e-07,0.797711381839456,1,1
0.02,0.5,0.01,900,890,23.1579437091261,0.34684767323541,-0.002267780250341,0.001550352761425,6,0.18786231884058,0.0006921032030980001,6.87024216525266e-07,0.816038151612466,1,1
0.02,0.5,0.01,150,140,85.4163377278735,0.366481560374987,0.03628730504572,0.001543012441022,5,0.157391263592051,0.000718626342573,1.41612461942486e-06,0.790694799405981,1,1
0.02,0.5,0.01,660,650,27.5931688519675,0.334114695058927,-0.006066785842874,0.00155922030184,4,0.177442741802603,0.00072871917512,1.16464276756951e-06,0.7800362702247601,1,1
0.02,0.5,0.01,730,720,23.181189849661102,0.32907173673657897,0.000753100866004,0.001521902490125,5,0.177059694129255,0.000668895262544,7.7368261700442e-07,0.8187644662771921,1,0
0.02,0.5,0.01,60,50,40.8149316712378,0.43247513366125,-0.002763198069206,0.001491762239064,4,0.132706580900544,0.0006198167902509999,5.63913014146387e-07,0.7893480295811159,1,1
0.02,0.5,0.01,160,150,37.8869570565656,0.38011722307770096,0.017388765477615,0.0015136558078320001,4,0.152138861467588,0.000665308470906,6.941430750750179e-07,0.7848657054500509,1,1
0.02,0.5,0.01,250,240,24.979426253003997,0.35148503379989604,0.000547575710442,0.001495691916889,4,0.138036303630363,0.000617771018759,5.868650959862701e-07,0.782305815051693,1,1
0.02,0.5,0.01,530,520,25.2338763702502,0.311934219691864,-0.002593124828154,0.0015570426273779998,5,0.17190192180251798,0.000735633206245,1.33534572639421e-06,0.7936956887441,1,1
0.02,0.5,0.01,570,560,24.909145348849503,0.333037533203941,-0.00497401565218,0.0015359535355650002,5,0.17019033467770497,0.000688455271075,8.992512689616359e-07,0.807421510158163,1,1
0.02,0.5,0.01,620,610,29.833727229313002,0.31677882508666,0.00359422621792,0.001605057561188,5,0.19145299145299102,0.000834517474094,2.34547086722647e-06,0.8084237443629141,1,1
0.02,0.5,0.01,810,800,43.819800185012795,0.347847450242908,-0.0009025391765860001,0.001546540677419,6,0.18240910157166298,0.0006895910779610001,6.70891193329106e-07,0.825135742556535,1,1
0.02,0.5,0.01,50,40,39.855554015242205,0.41940964371770395,0.0023964776066399997,0.0015025401600029997,4,0.116476991588323,0.000641677877714,8.592151390242491e-07,0.7848106126755621,1,1
0.02,0.5,0.01,690,680,31.989248388259398,0.335484298711292,0.007646081166291999,0.001582162042829,5,0.19025484271426202,0.0007797747394889999,2.3062690121308603e-06,0.7946949009504319,1,1
0.02,0.5,0.01,220,210,63.2406898269594,0.35176358115050604,0.032780921308536,0.001541073527491,5,0.160529363110008,0.000706726096307,1.05689964672854e-06,0.820313458851497,1,1
0.02,0.5,0.01,500,490,20.551984510582198,0.320238105794229,0.002543915071702,0.0015336911462349998,4,0.17805637495903,0.000687168488162,7.02404320611367e-07,0.792777012268124,1,1
0.02,0.5,0.01,660,650,22.279171932415398,0.32671507662354404,-0.0018774757392639998,0.0015285480999809998,5,0.156006600660066,0.0006815312162669999,1.36886587399199e-06,0.8084622265507491,1,1
0.02,0.5,0.01,180,170,24.668105423887,0.353485845061344,0.0072190336711,0.001498560484068,5,0.140576131687243,0.0006300472537109999,5.73842908730828e-07,0.820804363394032,1,1
0.02,0.5,0.01,470,460,18.266128375752,0.32923110083223606,-0.0024196961683589997,0.00154865412247,5,0.166666666666667,0.0007252521485210001,1.94819771201736e-06,0.812449238362647,1,1
0.02,0.5,0.01,230,220,30.085903937835603,0.34033810487406796,-0.0038582095181759995,0.001520311479409,4,0.158948934060486,0.00065723463208,7.090953801974641e-07,0.8034817077526021,1,1
0.02,0.5,0.01,500,490,28.777556606394402,0.303663062735831,0.019051233586509998,0.001574798557018,5,0.187793658616724,0.0007707224992070001,1.6216817776547702e-06,0.7980912486945121,1,0
0.02,0.5,0.01,400,390,25.3482251516737,0.301962608050391,-0.0036038056740509998,0.0015491445132629997,5,0.17014851485148497,0.000708146108484,9.496765197160841e-07,0.7800938964562472,1,1
0.02,0.5,0.01,200,190,31.109315404846303,0.330664856708288,0.005654710949654001,0.001539247854494,5,0.16352598693553,0.00072158756507,1.2409124374558398e-06,0.811033336422712,1,1
0.02,0.5,0.01,20,10,189.75986291223802,0.434537753380267,-0.00014842220384399997,0.001480778092472,4,0.07798867798867799,0.000596804350525,6.048424339278909e-07,0.74847076739758,1,1
0.02,0.5,0.01,370,360,41.856105283918296,0.33266708714849297,0.024295883206782002,0.001554182904185,5,0.183441880220869,0.0007165118253730001,1.11312367381076e-06,0.82340477976637,1,1
0.02,0.5,0.01,670,660,53.7299515963929,0.33015449428127197,-0.00037807535061800003,0.0015722882979520003,4,0.18900900900900897,0.0007360182632510001,7.783744273260179e-07,0.803465490297162,1,1
0.02,0.5,0.01,90,80,29.8442721091458,0.394586323119767,-0.002032209119587,0.0015035010725659998,4,0.134915924826904,0.0006389866910619999,8.43403084004047e-07,0.811125648013898,1,1
0.02,0.5,0.01,1020,1010,48.075974804705496,0.34230581123067305,3.7876049647963896e-05,0.0015568263355870001,4,0.184029484029484,0.000720559302253,7.745716820322121e-07,0.8032861099698101,1,1
0.02,0.5,0.01,690,680,21.417051507912603,0.343965089705569,-0.001570181640326,0.001548200996246,4,0.18290724352671303,0.0006964048824930001,8.614033332065528e-07,0.80376512767992,1,1
0.02,0.5,0.01,840,830,22.7737638158335,0.33989733391940197,0.010074517097191999,0.001520763146597,4,0.16921056950599,0.0006589947075240001,5.68530590741764e-07,0.7882113301862571,1,1
0.02,0.5,0.01,30,20,29.4229254404159,0.40117071768162704,0.00016284756761099999,0.0014863524248470003,4,0.10091165257749,0.000619177500356,8.149645128579359e-07,0.772974680159617,1,1
0.02,0.5,0.01,920,910,24.188395314625396,0.329390443413669,-0.0037691142335509998,0.001543392685216,5,0.17415268180322502,0.000692518147593,1.06915375095698e-06,0.792861489316078,1,1
0.02,0.5,0.01,30,20,33.3209487852069,0.43432093148657,0.0011152209978360001,0.0014712441958250001,4,0.08448502796972701,0.000607995181929,5.835907949017239e-07,0.7750284921952321,1,1
0.02,0.5,0.01,50,40,33.1620739885093,0.414626064854527,-0.000561142469834,0.0014785565427220002,4,0.10565975649884801,0.000605154830491,5.18319187217709e-07,0.7954997010254741,1,1
0.02,0.5,0.01,660,650,26.949591323337003,0.345728162901776,-0.000125358606705,0.0015329447154200002,4,0.17334271639690302,0.0006802377198990001,8.19818503197309e-07,0.8050468838014669,1,1
0.02,0.5,0.01,180,170,27.3844126210204,0.318556506481268,0.009063496523804001,0.001523430278597,4,0.162491716368456,0.0006619240552490001,8.179299974193641e-07,0.7969042785419929,1,1
0.02,0.5,0.01,850,840,23.989586420942196,0.329739952341529,0.000723453033531,0.001546674139745,4,0.18476331360946696,0.000700716889985,7.92710078090977e-07,0.794061170901293,1,1
0.02,0.5,0.01,30,20,55.386033210943204,0.423772234950932,-0.0005658593458200001,0.0014907941844620003,5,0.098106626806178,0.000618939265576,6.92498966773579e-07,0.8124641835912549,1,1
0.02,0.5,0.01,70,60,25.787836329091803,0.371659344332466,0.014986480463943998,0.0014922654995579998,4,0.118903747729899,0.000632381124271,6.85085878789447e-07,0.776900586519487,1,1
0.02,0.5,0.01,630,620,32.5743496758628,0.328271310251808,-0.000502644048717,0.0015421705467760002,4,0.165697865353038,0.0007138384138189999,1.0499135912734199e-06,0.794903682095961,1,1
0.02,0.5,0.01,840,830,37.105672245735,0.32829711268138395,0.015480123797243,0.001560198175971,5,0.177435680154415,0.000733819101379,1.23867282300705e-06,0.8109186500196491,1,1
0.02,0.5,0.01,850,840,32.5712673963407,0.320840326206922,-8.89396761287325e-05,0.001588828576279,5,0.207168609823477,0.0007891108748849999,2.14125017560822e-06,0.804829570767937,1,1
0.02,0.5,0.01,900,890,25.7173701047456,0.32438079780435,-0.004052390630907001,0.001545893719807,4,0.183176954732511,0.0006986132313160002,9.482036461626249e-07,0.80141439849701,1,1
0.02,0.5,0.01,50,40,35.0847701204272,0.419080466790151,0.000259952221512,0.001470426786407,4,0.10172728782594301,0.000579079054635,5.52017065463876e-07,0.8023135380118449,1,1
0.02,0.5,0.01,230,220,27.624558136767998,0.35408190036574105,-0.000958918684771,0.001513967980957,4,0.14818858560794,0.0006444942535190001,7.560125339582409e-07,0.809888624101827,1,1
0.02,0.5,0.01,690,680,28.8790145455794,0.336522213193005,0.009278741008233,0.00155061568564,4,0.17958745874587498,0.000725259943873,1.16911303386747e-06,0.7773939685425749,1,1
0.02,0.5,0.01,430,420,26.396544191336304,0.33105331519626596,-0.004433337877748,0.001533724928975,5,0.166815623965574,0.0006759980802890001,9.4495361000098e-07,0.807250100908036,1,1
0.02,0.5,0.01,560,550,28.5017902951573,0.33144848651291,-0.004726356462347999,0.001557753490644,5,0.17509121295577101,0.0007067995491880001,7.10543375228846e-07,0.8043320824536819,1,1
0.02,0.5,0.01,690,680,24.269800162107,0.32893103930350603,-0.001052488794947,0.0015328663278900002,4,0.159759314210353,0.00067384147401,6.817972646904311e-07,0.8096654458814109,1,1
0.02,0.5,0.01,770,760,34.1609175830474,0.347788101666542,0.002102894518145,0.001566220290637,5,0.183777339253412,0.000771794359998,2.48675109102446e-06,0.787468805995186,1,1
0.02,0.5,0.01,860,850,22.3819699043578,0.346458046782202,-0.0007791104701989998,0.0015335160437970003,4,0.152300282345125,0.0006755121330069999,7.56421948321909e-07,0.811645500959804,1,1
0.02,0.5,0.01,80,70,49.415503731923295,0.397964466772582,-0.005097532252255,0.0014829453959889999,4,0.11129218106995899,0.000608215344076,6.8890094465542e-07,0.821007522998669,1,1
0.02,0.5,0.01,570,560,22.521804175933,0.29300610578324104,-0.008176844908906,0.0015698909184689996,4,0.18955862977602103,0.000742381269232,8.26651501037081e-07,0.7914431110747041,1,1
0.02,0.5,0.01,240,230,41.13110327228679,0.340787460232618,0.0009733449773999999,0.0015380861757670003,4,0.169415637860082,0.0006908759614610001,1.11174525697368e-06,0.8031443493199591,1,1
0.02,0.5,0.01,360,350,32.21818145880339,0.338308342301045,0.0011811822988039998,0.001543316687701,6,0.16850161560414198,0.0007014815730549999,1.3458347814229601e-06,0.8213670361044609,1,1
0.02,0.5,0.01,410,400,23.426453085223798,0.30155926507186404,-0.006739136986526,0.00159349278326,6,0.19052278369002598,0.0007956730307030001,1.4586214088069e-06,0.8011167467469029,1,1
0.02,0.5,0.01,490,480,53.8033213475185,0.314234358881554,-0.012367909493101998,0.001629722086939,7,0.20531343143467298,0.000905238358507,4.5401334878183405e-06,0.8170892777942479,1,1
0.02,0.5,0.01,720,710,26.6153606845953,0.315975179388324,-0.005463878568562001,0.001587220738649,5,0.203251975334693,0.0007626918307689999,1.00269861125776e-06,0.7609398268113509,1,1
0.02,0.5,0.01,610,600,49.642845202778,0.306882766582442,0.010914030605762,0.0016446127542,6,0.19965167330333103,0.0009059586691749999,2.36702730335542e-06,0.820907310470576,1,1
0.02,0.5,0.01,740,730,31.378303224474102,0.330737363350912,0.000497163501417,0.0015458301341820001,4,0.17885817703191798,0.000691571565759,6.3850565302702e-07,0.806581984022353,1,1
0.02,0.5,0.01,50,40,48.3554059618129,0.41326233173041,6.05023684265661e-05,0.00151257635245,5,0.11374819445431099,0.000648866877714,1.04548937959563e-06,0.8042205607656642,1,1
0.02,0.5,0.01,470,460,93.1343896521033,0.332873125159961,-0.009437010506790999,0.00160007310176,5,0.193104743129386,0.0008157343751129999,2.09813922142233e-06,0.795751928332066,1,1
0.02,0.5,0.01,890,880,24.029579082888198,0.338102827594971,-0.003293315766621,0.001544030496204,4,0.173572019378471,0.000700346440016,1.08627837214142e-06,0.8019641222850379,1,1
0.02,0.5,0.5,900,890,12.853231507976698,0.32466847497364004,0.030864505791832995,0.001501700061168,5,0.140928689883914,0.0006248595898850001,5.909858827482629e-07,0.7930837925913599,1,1
0.02,0.5,0.5,500,490,11.845685848503699,0.341614886594781,0.034873112869068,0.001508690884951,5,0.14051179793951502,0.0006203148354909999,6.15869575359615e-07,0.8252451921677231,1,1
0.02,0.5,0.5,840,830,15.2753707671983,0.33367450609382504,0.021686196759882002,0.001496202005451,4,0.133614139411959,0.0006157429153109999,6.01286644031342e-07,0.805922455085575,1,1
0.02,0.5,0.5,1150,1140,16.2516042477848,0.31540394860792603,0.020612104886818,0.001552901402342,5,0.169852298239395,0.0007213790494360001,1.21603440938167e-06,0.8122532628714509,1,1
0.02,0.5,0.5,340,330,16.7152440503664,0.36966901811967,0.0057406427652900004,0.0014922869558139998,4,0.145916334661355,0.000602954496449,5.034454261229479e-07,0.8080890796425949,1,1
0.02,0.5,0.5,710,700,18.3074483279825,0.32860791206151696,0.00782078607156,0.00153983690309,4,0.158391376451078,0.000679446059766,7.377457325960159e-07,0.789435697608379,1,1
0.02,0.5,0.5,870,860,65.11390207987489,0.303429463583655,-0.011043818308559999,0.001565297265885,4,0.165666524802572,0.0007348495516330001,1.10432565112725e-06,0.77287794340826,1,1
0.02,0.5,0.5,60,50,19.2566152908582,0.432007902719701,0.0018690543307620002,0.001471706824383,4,0.09246289811572501,0.000576113044983,5.81994383101246e-07,0.802252122263997,1,1
0.02,0.5,0.5,200,190,59.576760337505796,0.370272074871994,-0.004032159239534001,0.0015131662369500002,4,0.137603855101363,0.000651611815591,1.34811418329121e-06,0.818144310602967,1,1
0.02,0.5,0.5,40,30,25.6733185622717,0.474407420703453,0.0034119533876679994,0.0014813109676800002,5,0.109481037924152,0.0005909988838169999,5.116940492320539e-07,0.814191227488008,1,1
0.02,0.5,0.5,870,860,15.239409533557,0.339328661498259,0.0057141481872069995,0.0015067309126220003,5,0.14168271402420202,0.0006319613460469999,6.91174575026458e-07,0.8157754166229549,1,1
0.02,0.5,0.5,430,420,13.7486742940196,0.325790160846269,-0.012427797644851003,0.0015092631400789999,4,0.147590461897615,0.000614995533396,6.602288714802161e-07,0.821207967438263,1,1
0.02,0.5,0.5,960,950,14.0068713358845,0.273567102626907,-0.00301826959086,0.00160449535507,5,0.18283631544068898,0.000790333290181,1.33928044676664e-06,0.7821012755980559,1,1
0.02,0.5,0.5,90,80,38.429847175041,0.41711259537971707,-0.0033493541861409994,0.0014858265264000002,4,0.11360239162929699,0.00059318622589,4.52663904220153e-07,0.8060632432562809,1,1
0.02,0.5,0.5,820,810,13.1163722258466,0.31881672892581997,0.104458887353455,0.0015424578283089998,4,0.150855339644577,0.000680953113849,7.71039994489938e-07,0.800266783960248,1,1
0.02,0.5,0.5,1510,1500,52.4428649911969,0.32599550572113,0.00275108125362,0.001564881415604,5,0.164938517779993,0.000728814493376,1.3520843336561398e-06,0.810775542139943,1,1
0.02,0.5,0.5,810,800,15.9779980836027,0.31780088032839304,0.002132218225407,0.001547706519615,4,0.168075584286425,0.000692434122076,9.671700338450029e-07,0.8066625435461781,1,1
0.02,0.5,0.5,1280,1270,17.5104497544095,0.309123745692928,0.031411273542238,0.0015590198243660002,5,0.164198144466534,0.0007210438367010001,9.11379606264632e-07,0.808124665692739,1,1
0.02,0.5,0.5,140,130,21.4277797084357,0.403167742417254,0.001405932759265,0.0014868597413729998,5,0.11753440204284302,0.000602264373418,5.60254021497727e-07,0.8184039765517191,1,1
0.02,0.5,0.5,440,430,18.9263614413412,0.308261882204014,-0.0025975742362940005,0.001536935289183,4,0.162258543833581,0.0006798403232289999,6.53934549309855e-07,0.788844436441011,1,1
0.02,0.5,0.5,710,700,16.4482726739712,0.323484974261192,0.024595947826365,0.0015248795355040001,4,0.163354860076172,0.000652197347597,8.132732763824679e-07,0.800731277250105,1,1
0.02,0.5,0.5,810,800,15.383581976812598,0.306590091416867,0.008741028252813,0.0015311749182720003,5,0.146428571428571,0.000687783885609,9.32608766481336e-07,0.815932740394733,1,1
0.02,0.5,0.5,910,900,15.3857428553282,0.347014728003864,0.006542908223962,0.0015133732023479998,4,0.15629849760607598,0.000634604784669,5.626708887251161e-07,0.8123040213195859,1,1
0.02,0.5,0.5,1150,1140,15.9067816217627,0.34279357897852397,0.041442997084173,0.0015335160437970003,5,0.162896528815811,0.000650794451643,5.9933989288919e-07,0.822129653343779,1,1
0.02,0.5,0.5,360,350,13.5231484814097,0.37406654524804706,-0.00026323101361099997,0.0014740172971120001,4,0.12449080973671099,0.000573583678835,4.83003784614829e-07,0.8257280465440979,1,1
0.02,0.5,0.5,650,640,14.5829648235847,0.343024530531505,-0.001169597371398,0.0015045551857770002,5,0.14704327717211801,0.000630964518411,6.7952459001191e-07,0.8140810002849279,1,1
0.02,0.5,0.5,800,790,13.032209879566699,0.304289771411162,0.036039943991889,0.0015363943526600001,4,0.158828382838284,0.0006954223405389999,1.10520184536048e-06,0.802979667465956,1,1
0.02,0.5,0.5,100,90,42.8350705277304,0.41273365523074396,0.04739567380322,0.001490272084381,5,0.10930271259777,0.0006102662487769999,5.66299543620668e-07,0.7722476743468221,1,1
0.02,0.5,0.5,200,190,17.1530282243447,0.398723136346582,-0.0033532658707340003,0.001469120622146,4,0.11741935483871,0.000577801121161,7.195339499039091e-07,0.8335158178057329,1,1
0.02,0.5,0.5,1650,1640,18.650277034444603,0.32046662773191,0.019694470650544,0.0015295072822810003,4,0.16316401062417,0.000653547156248,9.84130665905202e-07,0.804829417828718,1,1
0.02,0.5,0.5,300,290,17.702115015584802,0.36062625258087394,-0.000251833120818,0.0014912971310379998,4,0.14454952712792402,0.0006034955942679999,5.63461520962745e-07,0.8112154641515799,1,1
0.02,0.5,0.5,350,340,29.246347492894,0.378917295501935,-0.0059707010145399995,0.001502140106106,5,0.142261609358384,0.000619840559757,5.49137342509176e-07,0.8147261923767071,1,1
0.02,0.5,0.5,460,450,16.4534038169268,0.36611182196716896,-0.008395112798227,0.001501700061168,4,0.137810945273632,0.0006155403152459999,6.704088603129289e-07,0.8006466594303728,1,1
0.02,0.5,0.5,620,610,16.104848078963098,0.33290945863238103,-0.003217945595644,0.001501226266393,5,0.138847367546919,0.000608988900376,8.131597885334109e-07,0.8258399406277859,1,1
0.02,0.5,0.5,570,560,35.3881747854279,0.343499628564659,-0.00039630903168600003,0.0015227151658940001,5,0.13516483516483502,0.0006479018093619999,6.74238305422713e-07,0.81430583397029,1,1
0.02,0.5,0.5,1680,1670,17.7123491472598,0.282123709862524,-0.004773404380532001,0.001591240300918,5,0.17852891156462602,0.000767469012888,1.17633378356702e-06,0.7934894132348821,1,1
